 INDEX;LOCATOR;TYPE;C;NAME                          ;LAT   ;LON    ;ELEV;DD.MM.YYYY HH:mm;DIR;K; FF; FG;G1h;G10; FX;FX1;FFM;  TL;  TD;  T5;  TX;  TN; TX6; TN6; TX1; TN1; TN5;  TW;Tsfc;T-05;T-10;T-20;T-50;T-1m; RR6h;   QFE;   QFF; QNH;  AP;A;www;960;961;962;963;           MetarWX;W1;W2;     WWZ; LTNG; VIS;COV;N;L;HLC;   ClCmCh;LAYER1;LAYER2;LAYER3;LAYER4;CLG;     PIC;VCLOUD1;VCLOUD2;VCLOUD3;VCLOUD4;  VFOG;   RR;TR;RR10m; RR1h;hh;RR24h;WRTR;SNO;NEW;SR;GS;SS24;Sh;S10;GL24;DF24;LW24;GL1h;DF1h;LW1h;GL10;DF10;LW10;  HW;PW;DW1; HW1;P1;DW2; HW2;P2;  HS;PS;I;B;
     /;46215  ;BUOY;/;BUOY                          ;N35 12;W120 54;dv/1;17.11.2015 05:16;  /;/;  /;  /;  /;  /;  /;  /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 143;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 2.0;10;270; 1.5;11;  /;   /; /;   /; /;/;/;
     /;46222  ;BUOY;/;BUOY                          ;N33 36;W118 18;dv/1;17.11.2015 04:49;  /;/;  /;  /;  /;  /;  /;  /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 173;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 2.0; 8;270; 0.5;13;  /;   /; /;   /; /;/;/;
     /;46225  ;BUOY;/;BUOY                          ;N32 54;W117 24;dv/1;17.11.2015 04:51;  /;/;  /;  /;  /;  /;  /;  /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 193;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 2.0; 6;270; 1.0;13;  /;   /; /;   /; /;/;/;
     /;46217  ;BUOY;/;BUOY                          ;N34 12;W119 24;dv/1;17.11.2015 05:07;  /;/;  /;  /;  /;  /;  /;  /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 159;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 2.0;10;280; 1.0;12;  /;   /; /;   /; /;/;/;
     /;46252  ;BUOY;/;BUOY                          ;N34 00;W119 18;dv/1;17.11.2015 05:05;  /;/;  /;  /;  /;  /;  /;  /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 179;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 1.0; 5;260; 0.5;13;  /;   /; /;   /; /;/;/;
     /;52200  ;BUOY;/;Guam                          ;N13 24;E144 48;dv/1;17.11.2015 04:55;  /;/;  /;  /;  /;  /;  /;  /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 2.0; 8; 70; 1.0;11;  /;   /; /;   /; /;/;/;
     /;51207  ;BUOY;/;BUOY                          ;N21 30;W157 48;dv/1;17.11.2015 05:06;  /;/;  /;  /;  /;  /;  /;  /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 256;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 1.5; 8; 50; 0.5;11;  /;   /; /;   /; /;/;/;
     /;42085  ;BUOY;/;BUOY                          ;N17 54;W066 30;dv//;17.11.2015 04:50; 80;/; 80;  /;  /;  /;  /;  /;  /; 264;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;1013.3;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;42085  ;BUOY;/;BUOY                          ;N17 54;W066 30;dv/1;17.11.2015 05:00; 80;/; 80;  /;  /;  /;  /;  /;  /; 262;   /;   /;   /;   /;   /;   /;   /;   /;   /; 287;   /;   /;   /;   /;   /;   /;    /;     /;1013.2;   /;  -6;8;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 1.0; 6;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;61001  ;BUOY;/;Nice FRA                      ;N43 24;E007 48;dv01;17.11.2015 05:00;220;/; 41;  /;  /;  /;  /;  /;  /; 173; 108;   /;   /;   /;   /;   /;   /;   /;   /; 179;   /;   /;   /;   /;   /;   /;    /;     /;1020.4;   /;  -2;7;  /;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /; 0.5; /;/;/;
     /;51001  ;BUOY;/;NW Kauai                      ;N24 24;W162 06;dv/1;17.11.2015 05:10;170;/; 80;  /;  /;  /;  /;  /;  /; 260; 227;   /;   /;   /;   /;   /;   /;   /;   /; 264;   /;   /;   /;   /;   /;   /;    /;1013.2;1013.5;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;46120  ;BUOY;/;BUOY                          ;N47 48;W122 24;dv//;17.11.2015 05:07;  /;/;  /;  /;  /;  /;  /;  /;  /;  83;  63;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;1011.5;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;46121  ;BUOY;/;BUOY                          ;N47 18;W122 42;dv//;17.11.2015 05:02;  /;/;  /;  /;  /;  /;  /;  /;  /;  80;  67;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;1011.8;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;46014  ;BUOY;/;Pt Arena                      ;N39 24;W124 00;dv/1;17.11.2015 05:10; 20;/; 10;  /;  /;  /;  /;  /;  /; 123;  84;   /;   /;   /;   /;   /;   /;   /;   /; 123;   /;   /;   /;   /;   /;   /;    /;1029.0;1029.3;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;46053  ;BUOY;/;E Santa Barbara               ;N34 18;W119 54;dv/1;17.11.2015 05:10;340;/; 60;  /;  /;  /;  /;  /;  /; 153;   8;   /;   /;   /;   /;   /;   /;   /;   /; 169;   /;   /;   /;   /;   /;   /;    /;1021.8;1022.1;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;41013  ;BUOY;/;Frying Pan Sho                ;N33 24;W077 42;dv/1;17.11.2015 05:10; 20;/; 40;  /;  /;  /;  /;  /;  /; 207; 125;   /;   /;   /;   /;   /;   /;   /;   /; 239;   /;   /;   /;   /;   /;   /;    /;1023.8;1024.2;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;46125  ;BUOY;/;BUOY                          ;N47 54;W122 36;dv//;17.11.2015 05:10;  /;/;  /;  /;  /;  /;  /;  /;  /;  79;  59;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;1010.4;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;46059  ;BUOY;/;California                    ;N38 00;W130 00;dv/1;17.11.2015 05:10;300;/; 90;  /;  /;  /;  /;  /;  /; 162; 136;   /;   /;   /;   /;   /;   /;   /;   /; 173;   /;   /;   /;   /;   /;   /;    /;1031.2;1031.5;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;41001  ;BUOY;/;E Hatteras                    ;N34 36;W072 42;dv/1;17.11.2015 05:10;330;/; 20;  /;  /;  /;  /;  /;  /; 205; 110;   /;   /;   /;   /;   /;   /;   /;   /; 256;   /;   /;   /;   /;   /;   /;    /;1024.5;1024.8;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;41053  ;BUOY;/;BUOY                          ;N18 30;W066 06;dv//;17.11.2015 04:50;120;/; 60;  /;  /;  /;  /;  /;  /; 269;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;1014.6;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;41056  ;BUOY;/;BUOY                          ;N18 18;W065 30;dv//;17.11.2015 04:50; 60;/; 50;  /;  /;  /;  /;  /;  /; 271;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;1013.9;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;44043  ;BUOY;/;BUOY                          ;N39 12;W076 24;dv//;17.11.2015 05:10; 10;/; 10;  /;  /;  /;  /;  /;  /; 122;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;1025.7;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;44063  ;BUOY;/;BUOY                          ;N39 00;W076 24;dv//;17.11.2015 05:10;320;/; 10;  /;  /;  /;  /;  /;  /; 113;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;1025.4;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;44062  ;BUOY;/;BUOY                          ;N38 36;W076 24;dv//;17.11.2015 05:10;230;/; 20;  /;  /;  /;  /;  /;  /; 141;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;1026.4;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;44042  ;BUOY;/;BUOY                          ;N38 00;W076 18;dv//;17.11.2015 05:10;320;/; 30;  /;  /;  /;  /;  /;  /; 134;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;1024.4;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;44041  ;BUOY;/;BUOY                          ;N37 12;W076 48;dv//;17.11.2015 05:10;230;/; 20;  /;  /;  /;  /;  /;  /;  97;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;44064  ;BUOY;/;BUOY                          ;N37 00;W076 00;dv//;17.11.2015 05:10;  /;/; 20;  /;  /;  /;  /;  /;  /; 140;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;1025.2;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;41056  ;BUOY;/;BUOY                          ;N18 18;W065 30;dv/1;17.11.2015 05:00; 80;/; 50;  /;  /;  /;  /;  /;  /; 269;   /;   /;   /;   /;   /;   /;   /;   /;   /; 288;   /;   /;   /;   /;   /;   /;    /;     /;1013.8;   /;  -5;8;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 1.0;11;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;44069  ;BUOY;/;BUOY                          ;N40 42;W073 06;dv/1;17.11.2015 05:00; 40;/; 60;  /;  /;  /;  /;  /;  /; 109;  33;   /;   /;   /;   /;   /;   /;   /;   /;  98;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;44057  ;BUOY;/;BUOY                          ;N39 30;W076 06;dv//;17.11.2015 05:10;  /;/;  /;  /;  /;  /;  /;  /;  /;  95;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;1025.2;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;44061  ;BUOY;/;BUOY                          ;N38 48;W077 00;dv//;17.11.2015 05:10;  0;/;  0;  /;  /;  /;  /;  /;  /;  94;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;1025.1;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;44058  ;BUOY;/;BUOY                          ;N37 36;W076 18;dv//;17.11.2015 05:10;250;/; 20;  /;  /;  /;  /;  /;  /; 130;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;1025.4;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;44059  ;BUOY;/;BUOY                          ;N36 48;W076 18;dv//;17.11.2015 05:10;200;/; 10;  /;  /;  /;  /;  /;  /;  98;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;1024.3;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;41053  ;BUOY;/;BUOY                          ;N18 30;W066 06;dv/1;17.11.2015 05:00;130;/; 50;  /;  /;  /;  /;  /;  /; 264;   /;   /;   /;   /;   /;   /;   /;   /;   /; 291;   /;   /;   /;   /;   /;   /;    /;     /;1014.6;   /;   0;5;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 1.0;11;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;51001  ;BUOY;/;NW Kauai                      ;N24 24;W162 06;dv/1;17.11.2015 05:00;160;/; 90;  /;  /;  /;  /;  /;  /; 260; 226;   /;   /;   /;   /;   /;   /;   /;   /; 264;   /;   /;   /;   /;   /;   /;    /;1013.1;1013.5;   /;   3;3;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;44022  ;BUOY;/;BUOY                          ;N40 54;W073 42;dv//;17.11.2015 05:00; 30;/; 60;  /;  /;  /;  /;  /;  /; 118;  13;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;46014  ;BUOY;/;Pt Arena                      ;N39 24;W124 00;dv/1;17.11.2015 05:00; 40;/; 10;  /;  /;  /;  /;  /;  /; 123;  78;   /;   /;   /;   /;   /;   /;   /;   /; 123;   /;   /;   /;   /;   /;   /;    /;1028.9;1029.3;   /;   5;1;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;46053  ;BUOY;/;E Santa Barbara               ;N34 18;W119 54;dv/1;17.11.2015 05:00;330;/; 50;  /;  /;  /;  /;  /;  /; 153;   5;   /;   /;   /;   /;   /;   /;   /;   /; 169;   /;   /;   /;   /;   /;   /;    /;1021.5;1021.9;   /;  17;3;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;46059  ;BUOY;/;California                    ;N38 00;W130 00;dv/1;17.11.2015 05:00;280;/; 80;  /;  /;  /;  /;  /;  /; 165; 124;   /;   /;   /;   /;   /;   /;   /;   /; 173;   /;   /;   /;   /;   /;   /;    /;1031.0;1031.3;   /;  10;1;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;41001  ;BUOY;/;E Hatteras                    ;N34 36;W072 42;dv/1;17.11.2015 05:00;300;/; 20;  /;  /;  /;  /;  /;  /; 205; 109;   /;   /;   /;   /;   /;   /;   /;   /; 256;   /;   /;   /;   /;   /;   /;    /;1024.5;1024.8;   /;  -3;7;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;62023  ;BUOY;/;BUOY                          ;N51 24;W007 54;dv01;17.11.2015 05:00;230;/;130;  /;  /;  /;  /;  /;  /; 120;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;1002.3;   /;   /;/;  /;  /;  /;  /;  /;                 /; /; /;       /;    /; 4.0;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /; 3.0; /;/;/;
     /;62086  ;BUOY;/;BUOY                          ;N55 00;E006 24;dv71;17.11.2015 05:00;240;/;110;  /;  /;  /;  /;  /;  /; 108;  72;   /;   /;   /;   /;   /;   /;   /;   /; 129;   /;   /;   /;   /;   /;   /;    /;     /; 999.9;   /; -17;7;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
